site15 CFKADS2218   75   7.3720   7.4130  2025    7   9   436.25     0.43     NaN   2109.1    74.58     NaN   133.3    4.9     NaN    2010  1  0.040
site15 CFKADS2218   75   7.4130   7.4550  2025    7  10   435.71     0.22     NaN   2056.3     1.02     NaN   135.0    5.4     NaN    2011  1  0.040
site15 CFKADS2218   75   7.4550   7.4970  2025    7  11   435.86     0.39     NaN   2063.6     8.28     NaN   134.4    5.7     NaN    2010  1  0.040
site15 CFKADS2218   75   7.4970   7.5380  2025    7  12   436.56     0.58     NaN   2059.8     2.33     NaN   136.1    5.6     NaN    2011  1  0.040
site15 CFKADS2218   75   7.5380   7.5800  2025    7  13   436.97     0.41     NaN   2057.0     0.85     NaN   137.1    5.3     NaN    2011  1  0.040
site15 CFKADS2218   75   7.5800   7.6220  2025    7  14   438.29     0.23     NaN   2059.6     1.38     NaN   141.4    4.9     NaN    2011  1  0.040
site15 CFKADS2218   75   7.6220   7.6630  2025    7  15   438.21     0.33     NaN   2061.1     1.55     NaN   143.1    5.4     NaN    2011  1  0.040
site15 CFKADS2218   75   7.6630   7.7050  2025    7  16   436.70     0.43     NaN   2057.9     0.75     NaN   134.9    6.1     NaN    2011  1  0.040
site15 CFKADS2218   75   7.7050   7.7470  2025    7  17   435.76     0.37     NaN   2052.4     2.16     NaN   133.5    5.7     NaN    2012  1  0.040
site15 CFKADS2218   75   7.7470   7.7880  2025    7  18   435.50     0.18     NaN   2047.9     2.25     NaN   133.4    5.4     NaN    2012  1  0.040
site15 CFKADS2218   75   7.7880   7.8300  2025    7  19   435.17     0.41     NaN   2042.0     2.50     NaN   129.1    6.5     NaN    2010  1  0.040
site15 CFKADS2218   75   7.8300   7.8720  2025    7  20   434.12     0.56     NaN   2035.6     2.20     NaN   123.8    5.3     NaN    2012  1  0.040
site15 CFKADS2218   75   7.8720   7.9130  2025    7  21   433.57     0.34     NaN   2037.2     2.89     NaN   123.7    5.3     NaN    2011  1  0.040
site15 CFKADS2218   75   7.9130   7.9550  2025    7  22   433.36     0.31     NaN   2037.0     2.03     NaN   123.0    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75   7.9550   7.9970  2025    7  23   433.46     0.29     NaN   2036.2     2.32     NaN   123.0    5.0     NaN    2012  1  0.040
site15 CFKADS2218   75   7.9970   8.0380  2025    8   0   433.20     0.22     NaN   2034.0     0.78     NaN   123.6    5.3     NaN    2011  1  0.040
site15 CFKADS2218   75   8.0380   8.0800  2025    8   1   432.88     0.17     NaN   2032.0     0.57     NaN   122.1    5.0     NaN    2011  1  0.040
site15 CFKADS2218   75   8.0800   8.1220  2025    8   2   433.52     0.42     NaN   2033.1     0.95     NaN   122.7    5.3     NaN    2012  1  0.040
site15 CFKADS2218   75   8.1220   8.1630  2025    8   3   433.63     0.10     NaN   2033.1     0.31     NaN   122.6    5.3     NaN    2011  1  0.040
site15 CFKADS2218   75   8.1630   8.2050  2025    8   4   434.14     0.25     NaN   2035.0     0.80     NaN   123.6    5.3     NaN    2010  1  0.040
site15 CFKADS2218   75   8.2050   8.2470  2025    8   5   434.78     0.11     NaN   2037.8     1.17     NaN   126.2    5.2     NaN    2011  1  0.040
site15 CFKADS2218   75   8.2470   8.2880  2025    8   6   434.81     0.18     NaN   2039.9     0.74     NaN   126.3    5.1     NaN    1605  1  0.040
site15 CFKADS2218   75   8.2880   8.3300  2025    8   7   435.17     0.23     NaN   2040.5     1.65     NaN   125.3    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75   8.3300   8.3720  2025    8   8   435.60     0.37     NaN   2042.1     1.30     NaN   126.9    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.3720   8.4130  2025    8   9   435.68     0.16     NaN   2042.5     0.38     NaN   127.7    5.0     NaN    2010  1  0.040
site15 CFKADS2218   75   8.4130   8.4550  2025    8  10   436.00     0.12     NaN   2043.6     0.51     NaN   130.0    4.9     NaN    2011  1  0.040
site15 CFKADS2218   75   8.4550   8.4970  2025    8  11   436.63     0.35     NaN   2047.3     1.66     NaN   134.1    5.3     NaN    2011  1  0.040
site15 CFKADS2218   75   8.4970   8.5380  2025    8  12   437.67     0.19     NaN   2054.2     1.30     NaN   137.2    4.9     NaN    2010  1  0.040
site15 CFKADS2218   75   8.5380   8.5800  2025    8  13   438.27     0.19     NaN   2056.3     1.70     NaN   140.5    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.5800   8.6220  2025    8  14   438.91     0.48     NaN   2059.4     0.77     NaN   142.4    5.1     NaN    2009  1  0.040
site15 CFKADS2218   75   8.6220   8.6630  2025    8  15   439.76     0.33     NaN   2059.8     0.99     NaN   142.4    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.6630   8.7050  2025    8  16   439.82     0.51     NaN   2065.8     2.05     NaN   142.6    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.7050   8.7470  2025    8  17   440.01     0.42     NaN   2068.7     0.50     NaN   144.0    5.2     NaN    2010  1  0.040
site15 CFKADS2218   75   8.7470   8.7880  2025    8  18   438.89     0.61     NaN   2067.4     1.81     NaN   142.7    5.7     NaN    2011  1  0.040
site15 CFKADS2218   75   8.7880   8.8300  2025    8  19   437.10     0.54     NaN   2058.8     3.06     NaN   138.2    6.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.8300   8.8720  2025    8  20   435.95     0.30     NaN   2052.9     0.74     NaN   133.1    5.1     NaN    2012  1  0.040
site15 CFKADS2218   75   8.8720   8.9130  2025    8  21   438.69     1.00     NaN   2055.8     0.83     NaN   135.5    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75   8.9130   8.9550  2025    8  22   436.63     0.43     NaN   2055.2     0.51     NaN   137.2    5.3     NaN    2010  1  0.040
site15 CFKADS2218   75   8.9550   8.9970  2025    8  23   436.02     0.48     NaN   2056.6     3.04     NaN   142.3    7.7     NaN    2011  1  0.040
site15 CFKADS2218   75   8.9970   9.0380  2025    9   0   437.95     0.72     NaN   2065.4     3.21     NaN   145.0    6.3     NaN    2010  1  0.040
site15 CFKADS2218   75   9.0380   9.0800  2025    9   1   441.03     0.77     NaN   2087.9    10.45     NaN   151.9    6.2     NaN    2010  1  0.040
site15 CFKADS2218   75   9.0800   9.1220  2025    9   2   442.76     0.27     NaN   2101.9     3.06     NaN   158.7    5.0     NaN    2010  1  0.040
site15 CFKADS2218   75   9.1220   9.1630  2025    9   3   443.28     0.10     NaN   2108.8     0.57     NaN   160.0    5.2     NaN    2009  1  0.040
site15 CFKADS2218   75   9.1630   9.2050  2025    9   4   443.13     0.21     NaN   2108.5     2.55     NaN   162.1    5.6     NaN    2011  1  0.040
site15 CFKADS2218   75   9.2050   9.2470  2025    9   5   442.79     0.31     NaN   2107.3     2.02     NaN   159.6    5.1     NaN    1610  1  0.040
site15 CFKADS2218   75   9.2470   9.2880  2025    9   6   441.30     0.49     NaN   2100.1     2.15     NaN   156.6    5.2     NaN    2012  1  0.040
site15 CFKADS2218   75   9.2880   9.3300  2025    9   7   440.87     0.37     NaN   2097.2     1.96     NaN   155.1    5.3     NaN    2010  1  0.040
site15 CFKADS2218   75   9.3300   9.3720  2025    9   8   440.72     0.32     NaN   2094.6     1.49     NaN   154.4    5.5     NaN    2011  1  0.040
site15 CFKADS2218   75   9.3720   9.4130  2025    9   9   440.81     0.15     NaN   2095.2     1.13     NaN   155.0    5.3     NaN    2010  1  0.030
site15 CFKADS2218   75   9.4130   9.4550  2025    9  10   439.89     0.23     NaN   2090.5     1.91     NaN   152.1    5.2     NaN    2011  1  0.040
site15 CFKADS2218   75   9.4550   9.4970  2025    9  11   440.23     0.30     NaN   2091.2     1.50     NaN   153.1    5.1     NaN    2011  1  0.030
site15 CFKADS2218   75   9.4970   9.5380  2025    9  12   441.33     0.49     NaN   2096.7     3.36     NaN   157.2    5.5     NaN    2011  1  0.030
site15 CFKADS2218   75   9.5380   9.5800  2025    9  13   440.42     0.50     NaN   2090.1     2.07     NaN   151.4    5.4     NaN    2011  1  0.030
site15 CFKADS2218   75   9.5800   9.6220  2025    9  14   441.41     1.79     NaN   2095.1    10.43     NaN   154.2    8.5     NaN    2011  1  0.030
site15 CFKADS2218   75   9.6220   9.6630  2025    9  15   442.58     1.21     NaN   2106.0     7.86     NaN   164.3    9.4     NaN    2012  1  0.030
site15 CFKADS2218   75   9.6630   9.7050  2025    9  16   443.65     1.03     NaN   2109.8     7.97     NaN   170.0    7.6     NaN    2011  1  0.040
site15 CFKADS2218   75   9.7050   9.7470  2025    9  17   445.13     1.87     NaN   2109.6     8.36     NaN   172.3    9.4     NaN    2012  1  0.040
site15 CFKADS2218   75   9.7470   9.7880  2025    9  18   447.48     1.34     NaN   2116.5     4.05     NaN   187.8    7.2     NaN    2012  1  0.040
site15 CFKADS2218   75   9.7880   9.8300  2025    9  19   442.69     3.62     NaN   2087.7    11.41     NaN   164.7   14.2     NaN    2011  1  0.040
site15 CFKADS2218   75   9.8300   9.8720  2025    9  20   441.87     0.86     NaN   2088.9     3.35     NaN   164.0    6.1     NaN    2012  1  0.040
site15 CFKADS2218   75   9.8720   9.9130  2025    9  21   440.15     0.74     NaN   2080.0     3.02     NaN   157.3    7.0     NaN    2012  1  0.040
site15 CFKADS2218   75   9.9130   9.9550  2025    9  22   439.84     1.18     NaN   2076.8     0.73     NaN   152.3    7.9     NaN    2011  1  0.040
site15 CFKADS2218   75   9.9550   9.9970  2025    9  23   441.29     1.34     NaN   2081.4     2.61     NaN   156.0    7.8     NaN    2011  1  0.030
site15 CFKADS2218   75   9.9970  10.0380  2025   10   0   444.37     1.59     NaN   2085.2     1.40     NaN   161.6    6.0     NaN    2012  1  0.030
site15 CFKADS2218   75  10.0380  10.0800  2025   10   1   448.35     2.29     NaN   2093.0     5.13     NaN   163.2    6.4     NaN    2012  1  0.030
site15 CFKADS2218   75  10.0800  10.1220  2025   10   2   448.85     1.27     NaN   2111.8     6.80     NaN   171.3    6.4     NaN    2010  1  0.030
site15 CFKADS2218   75  10.1220  10.1630  2025   10   3   449.47     0.49     NaN   2109.5     2.05     NaN   175.2    5.6     NaN    2011  1  0.040
site15 CFKADS2218   75  10.1630  10.2050  2025   10   4   449.06     0.33     NaN   2111.6     2.33     NaN   176.8    5.3     NaN    1605  1  0.040
site15 CFKADS2218   75  10.2050  10.2470  2025   10   5   448.45     0.51     NaN   2116.5     3.00     NaN   181.2    6.8     NaN    2010  1  0.040
site15 CFKADS2218   75  10.2470  10.2880  2025   10   6   448.62     1.05     NaN   2112.5     3.45     NaN   186.9    5.3     NaN    2010  1  0.040
site15 CFKADS2218   75  10.2880  10.3300  2025   10   7   446.87     0.41     NaN   2105.5     1.61     NaN   183.7    5.5     NaN    2009  1  0.040
site15 CFKADS2218   75  10.3300  10.3720  2025   10   8   447.25     0.71     NaN   2101.1     2.66     NaN   183.6    6.3     NaN    2009  1  0.040
site15 CFKADS2218   75  10.3720  10.4130  2025   10   9   446.14     0.53     NaN   2094.3     1.97     NaN   175.7    5.7     NaN    2010  1  0.040
site15 CFKADS2218   75  10.4130  10.4550  2025   10  10   446.45     0.46     NaN   2093.5     0.73     NaN   178.5    5.6     NaN    2009  1  0.040
site15 CFKADS2218   75  10.4550  10.4970  2025   10  11   447.58     0.49     NaN   2099.7     2.96     NaN   180.5    5.5     NaN    2011  1  0.040
site15 CFKADS2218   75  10.4970  10.5380  2025   10  12   449.35     0.60     NaN   2110.6     3.62     NaN   181.2    6.2     NaN    2008  1  0.040
site15 CFKADS2218   75  10.5380  10.5800  2025   10  13   451.29     0.85     NaN   2130.8    10.67     NaN   189.0    5.8     NaN    2011  1  0.040
site15 CFKADS2218   75  10.5800  10.6220  2025   10  14   452.54     0.74     NaN   2158.0     2.95     NaN   189.0    6.0     NaN    2011  1  0.040
site15 CFKADS2218   75  10.6220  10.6630  2025   10  15   450.76     0.78     NaN   2162.9     4.45     NaN   191.4    5.5     NaN    2010  1  0.040
site15 CFKADS2218   75  10.6630  10.7050  2025   10  16   449.90     0.60     NaN   2149.6     5.80     NaN   197.3    6.0     NaN    2011  1  0.040
site15 CFKADS2218   75  10.7050  10.7470  2025   10  17   447.75     0.79     NaN   2130.7     3.94     NaN   191.2    8.7     NaN    2011  1  0.040
site15 CFKADS2218   75  10.7470  10.7880  2025   10  18   446.06     0.73     NaN   2125.1     3.93     NaN   180.2    7.6     NaN    2011  1  0.040
site15 CFKADS2218   75  10.7880  10.8300  2025   10  19   446.36     1.52     NaN   2123.6     4.11     NaN   190.6   11.3     NaN    2011  1  0.040
site15 CFKADS2218   75  10.8300  10.8720  2025   10  20   445.55     1.00     NaN   2120.7     3.38     NaN   179.1    7.9     NaN    2012  1  0.040
site15 CFKADS2218   75  10.8720  10.9130  2025   10  21   445.34     0.76     NaN   2112.7     2.48     NaN   172.1    5.8     NaN    2011  1  0.040
site15 CFKADS2218   75  10.9130  10.9550  2025   10  22   445.23     1.18     NaN   2115.1     7.65     NaN   178.2   14.8     NaN    2012  1  0.040
site15 CFKADS2218   75  10.9550  10.9970  2025   10  23   446.75     1.15     NaN   2131.7     2.29     NaN   183.8    9.5     NaN    2012  1  0.040
site15 CFKADS2218   75  10.9970  11.0380  2025   11   0   448.62     0.46     NaN   2138.2     5.45     NaN   198.5    5.5     NaN    2011  1  0.040
site15 CFKADS2218   75  11.0380  11.0800  2025   11   1   447.32     0.84     NaN   2131.9    10.04     NaN   193.3    5.9     NaN    2011  1  0.040
site15 CFKADS2218   75  11.0800  11.1220  2025   11   2   445.99     0.55     NaN   2104.4     6.16     NaN   185.7    6.8     NaN    2012  1  0.040
site15 CFKADS2218   75  11.1220  11.1560  2025   11   3   445.61     0.40     NaN   2101.4     2.36     NaN   179.4    5.7     NaN    1663  1  0.040
site15 CFKADS2218   75  11.1640  11.2050  2025   11   4   445.06     0.34     NaN   2134.2    14.42     NaN   172.2    5.4     NaN    1955  1  0.040
site15 CFKADS2218   75  11.2050  11.2470  2025   11   5   446.98     0.63     NaN   2189.0    17.37     NaN   178.8    5.5     NaN    2011  1  0.040
site15 CFKADS2218   75  11.2470  11.2880  2025   11   6   447.35     0.42     NaN   2191.6    12.26     NaN   178.8    5.9     NaN    2011  1  0.040
site15 CFKADS2218   75  11.2880  11.3300  2025   11   7   445.11     0.76     NaN   2154.8     9.25     NaN   164.0    7.1     NaN    2012  1  0.040
site15 CFKADS2218   75  11.3300  11.3720  2025   11   8   443.35     0.32     NaN   2129.8     5.04     NaN   153.1    5.3     NaN    2010  1  0.040
site15 CFKADS2218   75  11.3720  11.4130  2025   11   9   442.50     0.33     NaN   2113.8     4.27     NaN   147.6    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75  11.4130  11.4550  2025   11  10   442.28     0.18     NaN   2103.3     2.94     NaN   142.8    5.4     NaN    2012  1  0.040
site15 CFKADS2218   75  11.4550  11.4970  2025   11  11   441.63     0.20     NaN   2094.7     1.79     NaN   137.9    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75  11.4970  11.5380  2025   11  12   440.79     0.73     NaN   2083.0     4.74     NaN   134.6    5.2     NaN    2012  1  0.040
site15 CFKADS2218   75  11.5380  11.5800  2025   11  13   439.99     0.67     NaN   2081.3     3.08     NaN   134.2    5.4     NaN    2013  1  0.040
site15 CFKADS2218   75  11.5800  11.6220  2025   11  14   440.10     0.27     NaN   2079.8     1.48     NaN   132.9    5.1     NaN    2012  1  0.040
site15 CFKADS2218   75  11.6220  11.6630  2025   11  15   439.90     0.42     NaN   2077.2     0.83     NaN   133.7    5.0     NaN    2013  1  0.040
site15 CFKADS2218   75  11.6630  11.7050  2025   11  16   438.44     0.45     NaN   2071.7     1.88     NaN   132.2    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  11.7050  11.7470  2025   11  17   438.93     0.26     NaN   2074.2     3.14     NaN   133.2    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  11.7470  11.7880  2025   11  18   437.14     0.58     NaN   2062.8     3.77     NaN   128.7    5.4     NaN    2013  1  0.040
site15 CFKADS2218   75  11.7880  11.8300  2025   11  19   436.60     0.49     NaN   2057.3     1.87     NaN   126.8    5.3     NaN    2012  1  0.040
site15 CFKADS2218   75  11.8300  11.8720  2025   11  20   434.68     0.49     NaN   2046.4     4.14     NaN   123.2    5.5     NaN    2013  1  0.040
site15 CFKADS2218   75  11.8720  11.9130  2025   11  21   434.45     0.23     NaN   2043.5     0.73     NaN   123.3    5.0     NaN    2012  1  0.040
site15 CFKADS2218   75  11.9130  11.9550  2025   11  22   435.57     0.42     NaN   2045.6     0.70     NaN   133.0    6.1     NaN    2013  1  0.040
site15 CFKADS2218   75  11.9550  11.9970  2025   11  23   436.45     1.00     NaN   2044.7     0.75     NaN   131.0    6.0     NaN    2012  1  0.040
site15 CFKADS2218   75  11.9970  12.0380  2025   12   0   434.86     0.69     NaN   2044.9     2.62     NaN   128.5    5.9     NaN    2012  1  0.040
site15 CFKADS2218   75  12.0380  12.0800  2025   12   1   434.41     0.38     NaN   2044.0     2.83     NaN   130.8    7.1     NaN    2009  1  0.040
site15 CFKADS2218   75  12.0800  12.1160  2025   12   2   435.86     0.26     NaN   2055.3     3.26     NaN   136.6    7.2     NaN    1727  1  0.040
site15 CFKADS2218   75  12.1240  12.1630  2025   12   3   437.74     0.40     NaN   2075.8     5.12     NaN   138.5    5.1     NaN    1894  1  0.040
site15 CFKADS2218   75  12.1630  12.2050  2025   12   4   437.79     0.30     NaN   2067.0     2.77     NaN   139.1    5.6     NaN    2013  1  0.040
site15 CFKADS2218   75  12.2050  12.2470  2025   12   5   438.02     0.38     NaN   2057.4     4.68     NaN   137.7    5.5     NaN    2013  1  0.040
site15 CFKADS2218   75  12.2470  12.2880  2025   12   6   437.97     0.42     NaN   2050.3     1.29     NaN   140.0    5.5     NaN    2011  1  0.040
site15 CFKADS2218   75  12.2880  12.3300  2025   12   7   438.22     0.23     NaN   2050.4     0.82     NaN   143.8    5.5     NaN    2013  1  0.040
site15 CFKADS2218   75  12.3300  12.3720  2025   12   8   438.04     0.40     NaN   2051.8     0.42     NaN   141.6    6.0     NaN    2012  1  0.040
site15 CFKADS2218   75  12.3720  12.4130  2025   12   9   438.20     0.22     NaN   2053.0     0.66     NaN   140.5    5.2     NaN    2011  1  0.040
site15 CFKADS2218   75  12.4130  12.4550  2025   12  10   438.45     0.20     NaN   2056.6     1.98     NaN   138.9    4.9     NaN    2011  1  0.040
site15 CFKADS2218   75  12.4550  12.4970  2025   12  11   438.34     0.21     NaN   2061.2     0.39     NaN   138.7    5.1     NaN    2013  1  0.040
site15 CFKADS2218   75  12.4970  12.5380  2025   12  12   438.44     0.22     NaN   2060.7     0.68     NaN   138.1    5.0     NaN    2013  1  0.040
site15 CFKADS2218   75  12.5380  12.5800  2025   12  13   438.47     0.19     NaN   2062.8     0.94     NaN   138.1    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75  12.5800  12.6220  2025   12  14   438.82     0.24     NaN   2067.2     2.58     NaN   140.0    5.0     NaN    2012  1  0.040
site15 CFKADS2218   75  12.6220  12.6630  2025   12  15   438.95     0.25     NaN   2073.5     1.76     NaN   140.9    5.2     NaN    2012  1  0.040
site15 CFKADS2218   75  12.6630  12.7050  2025   12  16   438.77     0.24     NaN   2082.0     4.38     NaN   140.8    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  12.7050  12.7470  2025   12  17   438.71     0.15     NaN   2092.9     1.73     NaN   140.2    4.8     NaN    2012  1  0.040
site15 CFKADS2218   75  12.7470  12.7880  2025   12  18   439.00     0.18     NaN   2098.3     1.35     NaN   141.5    5.0     NaN    2014  1  0.040
site15 CFKADS2218   75  12.7880  12.8300  2025   12  19   439.32     0.18     NaN   2103.2     2.13     NaN   141.8    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  12.8300  12.8720  2025   12  20   439.53     0.15     NaN   2108.5     1.12     NaN   142.2    5.2     NaN    2012  1  0.040
site15 CFKADS2218   75  12.8720  12.9130  2025   12  21   440.13     0.40     NaN   2106.4     1.84     NaN   138.3    5.3     NaN    2012  1  0.040
site15 CFKADS2218   75  12.9130  12.9550  2025   12  22   440.92     0.22     NaN   2106.5     2.26     NaN   138.0    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  12.9550  12.9970  2025   12  23   440.29     0.13     NaN   2117.8     3.44     NaN   138.8    5.0     NaN    2012  1  0.040
site15 CFKADS2218   75  12.9970  13.0380  2025   13   0   440.23     0.18     NaN   2126.0     1.02     NaN   141.7    5.2     NaN    2013  1  0.040
site15 CFKADS2218   75  13.0380  13.0750  2025   13   1   440.32     0.18     NaN   2128.4     0.80     NaN   145.0    5.2     NaN    1795  1  0.040
site15 CFKADS2218   75  13.0840  13.1220  2025   13   2   440.52     0.17     NaN   2130.4     1.14     NaN   147.9    5.5     NaN    1821  1  0.040
site15 CFKADS2218   75  13.1220  13.1630  2025   13   3   440.73     0.13     NaN   2140.4     3.82     NaN   150.0    4.9     NaN    2012  1  0.040
site15 CFKADS2218   75  13.1630  13.2050  2025   13   4   440.76     0.33     NaN   2126.1     9.37     NaN   150.2    5.7     NaN    2012  1  0.040
site15 CFKADS2218   75  13.2050  13.2470  2025   13   5   440.40     1.01     NaN   2113.8    15.15     NaN   146.1    7.6     NaN    2011  1  0.040
site15 CFKADS2218   75  13.2470  13.2880  2025   13   6   438.17     0.41     NaN   2072.4     4.95     NaN   129.6    5.9     NaN    2013  1  0.040
site15 CFKADS2218   75  13.2880  13.3300  2025   13   7   436.66     0.42     NaN   2061.1     2.31     NaN   123.3    5.1     NaN    2012  1  0.040
site15 CFKADS2218   75  13.3300  13.3720  2025   13   8   436.33     0.20     NaN   2059.0     1.13     NaN   122.9    5.1     NaN    2013  1  0.040
site15 CFKADS2218   75  13.3720  13.4130  2025   13   9   437.20     0.20     NaN   2064.0     2.19     NaN   124.6    5.0     NaN    2012  1  0.040
site15 CFKADS2218   75  13.4130  13.4550  2025   13  10   437.42     0.32     NaN   2069.7     1.77     NaN   125.6    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75  13.4550  13.4970  2025   13  11   437.70     0.12     NaN   2073.7     0.61     NaN   126.7    5.1     NaN    2010  1  0.040
site15 CFKADS2218   75  13.4970  13.5380  2025   13  12   437.70     0.15     NaN   2073.5     0.69     NaN   126.7    5.0     NaN    2011  1  0.040
site15 CFKADS2218   75  13.5380  13.5800  2025   13  13   437.53     0.19     NaN   2073.9     1.36     NaN   127.9    5.1     NaN    2011  1  0.040
site15 CFKADS2218   75  13.5800  13.6220  2025   13  14   438.49     0.39     NaN   2079.6     1.59     NaN   129.9    5.1     NaN    2009  1  0.040
site15 CFKADS2218   75  13.6220  13.6630  2025   13  15   437.43     0.23     NaN   2073.8     1.80     NaN   127.5    5.2     NaN    2009  1  0.040
